Iteration	Ident	Success
376	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
377	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
378	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	True
379	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
381	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
382	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
383	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
384	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
385	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
386	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
387	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
389	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
390	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
391	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
392	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
393	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
393	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
394	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
395	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
396	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
397	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
398	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
399	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
400	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
401	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
402	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
403	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
404	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
405	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
406	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
406	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
407	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
408	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
409	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
410	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
411	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
412	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
413	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
414	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
415	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
416	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
417	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
418	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
419	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
420	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
421	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
422	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
423	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
424	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
425	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
426	effectance_pnode	False
427	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
428	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
429	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
430	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
431	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
432	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
433	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
434	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
435	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
436	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
439	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
440	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
441	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
442	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
444	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
445	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
446	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
447	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
448	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
449	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
450	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
451	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
452	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
452	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
453	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
454	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
455	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
455	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
456	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
457	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
458	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
459	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
460	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
461	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
462	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
463	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
464	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
465	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
466	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
467	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
469	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
470	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
471	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
472	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
473	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
474	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
475	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
476	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
477	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
478	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
479	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
480	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
480	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
481	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
482	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	True
483	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
484	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
485	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
486	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
487	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
488	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
489	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
490	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
491	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
492	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
493	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
494	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
495	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
496	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
497	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
498	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
499	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
501	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
502	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
503	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
504	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
505	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
506	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
507	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
508	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
509	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
510	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
511	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
512	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
513	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
514	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
515	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
516	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
517	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
518	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
520	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
522	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
523	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
524	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
525	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
526	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
527	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
529	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
530	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
531	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
532	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
533	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
534	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
535	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
536	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
537	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
538	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
539	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
540	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
541	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
542	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
543	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
544	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
545	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
546	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
547	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
548	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
549	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
550	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	True
550	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
551	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
551	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	False
552	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
553	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
554	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
556	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
557	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
558	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
559	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
561	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
562	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
563	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
564	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
565	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
566	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
567	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
568	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
570	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
571	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
572	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
573	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
574	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
575	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
576	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
577	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
578	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
579	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
580	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
581	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
582	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
583	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
584	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
585	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
586	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
587	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
588	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
589	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
590	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
592	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
593	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
594	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
595	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
596	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
597	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
598	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
599	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
600	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
604	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
605	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
606	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
607	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
608	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
609	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
610	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
611	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
612	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
613	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
614	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
615	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
616	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
617	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
618	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
619	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
620	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
622	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
623	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
624	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
625	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
626	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
627	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
628	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
629	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
630	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
631	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
632	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
633	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
634	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
635	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
636	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
637	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
638	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
639	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
640	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
641	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
642	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
643	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
644	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
645	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
648	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
649	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
650	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
651	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
652	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
653	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
654	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
655	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
655	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
656	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
657	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
658	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
659	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
660	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
661	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
662	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
663	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
664	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
665	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
666	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
667	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
668	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
669	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
670	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
671	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
672	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
674	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
676	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
677	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
678	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
679	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
681	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
682	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
683	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
684	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
685	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
686	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
687	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
688	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
689	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
690	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
691	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
692	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
694	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
695	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
696	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
697	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
698	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
699	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
700	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
701	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
702	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
703	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
704	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
705	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
706	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
707	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
708	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
709	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
710	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
711	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
712	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
713	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
714	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
715	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
716	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
717	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__press_button	False
717	pnode_GRIPPER_AND_LOW_FRICTION__reach_pnode_0__press_button	True
718	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
719	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
720	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
721	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
722	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
724	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
725	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
726	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
727	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
728	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
729	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
730	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
731	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
732	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
733	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
734	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
735	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
736	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
737	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
738	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
739	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
740	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
742	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
743	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
744	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
745	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	False
745	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	True
746	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
747	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
748	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
749	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
750	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__grasp_right	False
751	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	False
752	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
753	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__grasp_right	True
754	pnode_GRIPPER_AND_LOW_FRICTION__goal_1__place_object_right	True
755	pnode_GRIPPER_AND_LOW_FRICTION__goal_0__press_button	True
