Iteration	World	Goal reward list	Policy	Sensorial changes	C-nodes
464	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
465	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
466	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
467	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
468	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
469	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
470	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
471	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
472	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
473	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
474	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
475	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_1': '0.0'}	press_button	True	6
476	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
477	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
478	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
479	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
480	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
481	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
482	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
483	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
484	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
485	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
486	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
487	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
488	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
489	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
490	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
491	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
492	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
493	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
494	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
495	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
496	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
497	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
498	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
499	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
500	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
501	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
502	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
503	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
504	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
505	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
506	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
507	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
508	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
509	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
510	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
511	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
512	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
513	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
514	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
515	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
516	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
517	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
518	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
519	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
520	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
521	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
522	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
523	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
524	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
525	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
526	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
527	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
528	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
529	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
530	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
531	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
532	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
533	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
534	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
535	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_1': '0.0'}	press_button	True	6
536	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
537	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
538	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
539	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
540	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
541	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
542	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
543	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
544	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
545	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
546	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
547	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
548	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
549	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
550	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
551	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	False	6
552	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
553	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
554	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
555	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_1': '0.0'}	press_button	True	6
556	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
557	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
558	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
559	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '0.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
560	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	False	6
561	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
562	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	press_button	True	6
563	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '1.0', 'goal_1': '1.0', 'effect_robot_hand_state': '1.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '1.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
564	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '0.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '0.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	grasp_right	True	6
565	GRIPPER_AND_LOW_FRICTION	{'novelty_goal': '0.0', 'goal_0': '0.0', 'goal_1': '1.0', 'effect_robot_hand_state': '0.0', 'reach_pnode_0': '1.0', 'reach_pnode_1': '0.0', 'reach_pnode_2': '0.0'}	place_object_right	True	6
